user_id,pred_date
97742,2017-05-01
97246,2017-05-01
94997,2017-05-01
93958,2017-05-01
93009,2017-05-01
91783,2017-05-01
90341,2017-05-01
90039,2017-05-01
88500,2017-05-01
86778,2017-05-01
86014,2017-05-01
84060,2017-05-01
82933,2017-05-01
77972,2017-05-01
76854,2017-05-01
76667,2017-05-01
75607,2017-05-01
74896,2017-05-01
71098,2017-05-01
70362,2017-05-01
70047,2017-05-01
69364,2017-05-01
64977,2017-05-01
62659,2017-05-01
61007,2017-05-01
60014,2017-05-01
59119,2017-05-01
57599,2017-05-01
57417,2017-05-01
56204,2017-05-01
56061,2017-05-01
55322,2017-05-01
55295,2017-05-01
53572,2017-05-01
53087,2017-05-01
52380,2017-05-01
51564,2017-05-01
50309,2017-05-01
50240,2017-05-01
46458,2017-05-01
45279,2017-05-01
44545,2017-05-01
44401,2017-05-01
43665,2017-05-01
43659,2017-05-01
43067,2017-05-01
42627,2017-05-01
41093,2017-05-01
39617,2017-05-01
38238,2017-05-01
37810,2017-05-01
37418,2017-05-01
33330,2017-05-01
32112,2017-05-01
30669,2017-05-01
28180,2017-05-01
27658,2017-05-01
26622,2017-05-01
26531,2017-05-01
22288,2017-05-01
22075,2017-05-01
21855,2017-05-01
20747,2017-05-01
20174,2017-05-01
19369,2017-05-01
18683,2017-05-01
17963,2017-05-01
15498,2017-05-01
14256,2017-05-01
13709,2017-05-01
13598,2017-05-01
12003,2017-05-01
10150,2017-05-01
9521,2017-05-01
9228,2017-05-01
9097,2017-05-01
6545,2017-05-01
6177,2017-05-01
215,2017-05-01
93503,2017-05-01
92763,2017-05-01
87498,2017-05-01
71809,2017-05-01
67772,2017-05-01
66275,2017-05-01
65470,2017-05-01
59615,2017-05-01
56850,2017-05-01
47218,2017-05-01
39999,2017-05-01
38552,2017-05-01
24704,2017-05-01
22399,2017-05-01
22276,2017-05-01
16134,2017-05-01
15651,2017-05-01
13453,2017-05-01
10062,2017-05-01
8559,2017-05-01
8240,2017-05-01
93482,2017-05-01
69606,2017-05-01
63377,2017-05-01
62197,2017-05-01
60843,2017-05-01
52355,2017-05-01
50891,2017-05-01
50676,2017-05-01
49643,2017-05-01
44419,2017-05-01
26295,2017-05-01
7192,2017-05-01
6276,2017-05-01
5769,2017-05-01
86529,2017-05-01
60913,2017-05-01
55464,2017-05-01
38408,2017-05-01
32938,2017-05-01
29235,2017-05-01
5814,2017-05-01
97671,2017-05-01
96607,2017-05-01
94368,2017-05-01
91694,2017-05-01
83448,2017-05-01
80340,2017-05-01
77609,2017-05-01
73791,2017-05-01
64603,2017-05-01
46258,2017-05-01
39696,2017-05-01
39249,2017-05-01
35079,2017-05-01
34169,2017-05-01
25628,2017-05-01
21441,2017-05-01
18353,2017-05-01
3716,2017-05-01
3194,2017-05-01
96488,2017-05-01
96354,2017-05-01
91064,2017-05-01
90835,2017-05-01
90621,2017-05-01
85028,2017-05-01
84861,2017-05-01
81478,2017-05-01
79853,2017-05-01
79318,2017-05-01
72992,2017-05-01
68480,2017-05-01
67253,2017-05-01
66585,2017-05-01
65894,2017-05-01
59613,2017-05-01
47932,2017-05-01
44599,2017-05-01
42602,2017-05-01
42537,2017-05-01
40554,2017-05-01
37449,2017-05-01
37104,2017-05-01
35093,2017-05-01
32711,2017-05-01
28854,2017-05-01
26198,2017-05-01
18599,2017-05-01
15815,2017-05-01
14008,2017-05-01
12423,2017-05-01
10906,2017-05-01
9813,2017-05-01
8235,2017-05-01
2550,2017-05-01
2346,2017-05-01
1578,2017-05-01
167,2017-05-01
63724,2017-05-01
16354,2017-05-01
14876,2017-05-01
90391,2017-05-01
3290,2017-05-01
98014,2017-05-01
83254,2017-05-01
39089,2017-05-01
4458,2017-05-01
1313,2017-05-01
27930,2017-05-01
98538,2017-05-01
98525,2017-05-01
94069,2017-05-01
93073,2017-05-01
92016,2017-05-01
88389,2017-05-01
79824,2017-05-01
76442,2017-05-01
75074,2017-05-01
73558,2017-05-01
71787,2017-05-01
71199,2017-05-01
65965,2017-05-01
64772,2017-05-01
64488,2017-05-01
48084,2017-05-01
46099,2017-05-01
43965,2017-05-01
41389,2017-05-01
36320,2017-05-01
36145,2017-05-01
34717,2017-05-01
34226,2017-05-01
34035,2017-05-01
33816,2017-05-01
33164,2017-05-01
28510,2017-05-01
28216,2017-05-01
27015,2017-05-01
25310,2017-05-01
24335,2017-05-01
20264,2017-05-01
17891,2017-05-01
16398,2017-05-01
10775,2017-05-01
10230,2017-05-01
9363,2017-05-01
8688,2017-05-01
7524,2017-05-01
3822,2017-05-01
96075,2017-05-01
95403,2017-05-01
94361,2017-05-01
93916,2017-05-01
92651,2017-05-01
92142,2017-05-01
90666,2017-05-01
89813,2017-05-01
89447,2017-05-01
88921,2017-05-01
86541,2017-05-01
85158,2017-05-01
84689,2017-05-01
84119,2017-05-01
82791,2017-05-01
82748,2017-05-01
82483,2017-05-01
82202,2017-05-01
78538,2017-05-01
77975,2017-05-01
77624,2017-05-01
76117,2017-05-01
75657,2017-05-01
74932,2017-05-01
70417,2017-05-01
67812,2017-05-01
66795,2017-05-01
66314,2017-05-01
62290,2017-05-01
60824,2017-05-01
60240,2017-05-01
59213,2017-05-01
59101,2017-05-01
58498,2017-05-01
57639,2017-05-01
57264,2017-05-01
54027,2017-05-01
52848,2017-05-01
52371,2017-05-01
52211,2017-05-01
49362,2017-05-01
48930,2017-05-01
47103,2017-05-01
46365,2017-05-01
46212,2017-05-01
44899,2017-05-01
44855,2017-05-01
44644,2017-05-01
44447,2017-05-01
44439,2017-05-01
42690,2017-05-01
42407,2017-05-01
39989,2017-05-01
35429,2017-05-01
34660,2017-05-01
34504,2017-05-01
33243,2017-05-01
32119,2017-05-01
31758,2017-05-01
30763,2017-05-01
30672,2017-05-01
28927,2017-05-01
25353,2017-05-01
22669,2017-05-01
22636,2017-05-01
21019,2017-05-01
16540,2017-05-01
16014,2017-05-01
14759,2017-05-01
13666,2017-05-01
11523,2017-05-01
11446,2017-05-01
11369,2017-05-01
11016,2017-05-01
10283,2017-05-01
10249,2017-05-01
7923,2017-05-01
6175,2017-05-01
5941,2017-05-01
5717,2017-05-01
4023,2017-05-01
3188,2017-05-01
1785,2017-05-01
1565,2017-05-01
66078,2017-05-01
92624,2017-05-01
85481,2017-05-01
80593,2017-05-01
68945,2017-05-01
64347,2017-05-01
61978,2017-05-01
59654,2017-05-01
55414,2017-05-01
55405,2017-05-01
54988,2017-05-01
53679,2017-05-01
48486,2017-05-01
48413,2017-05-01
48110,2017-05-01
46438,2017-05-01
37840,2017-05-01
36887,2017-05-01
31719,2017-05-01
31634,2017-05-01
31250,2017-05-01
29276,2017-05-01
23739,2017-05-01
22508,2017-05-01
16335,2017-05-01
15924,2017-05-01
15608,2017-05-01
14120,2017-05-01
13158,2017-05-01
10351,2017-05-01
7171,2017-05-01
2979,2017-05-01
1647,2017-05-01
944,2017-05-01
91350,2017-05-01
86331,2017-05-01
85285,2017-05-01
82116,2017-05-01
81168,2017-05-01
76632,2017-05-01
75501,2017-05-01
71771,2017-05-01
71228,2017-05-01
64489,2017-05-01
58081,2017-05-01
56939,2017-05-01
51948,2017-05-01
51541,2017-05-01
49685,2017-05-01
46538,2017-05-01
46454,2017-05-01
41882,2017-05-01
39947,2017-05-01
35862,2017-05-01
30167,2017-05-01
27268,2017-05-01
27182,2017-05-01
16810,2017-05-01
16176,2017-05-01
15687,2017-05-01
14243,2017-05-01
10673,2017-05-01
8433,2017-05-01
5168,2017-05-01
1860,2017-05-01
88244,2017-05-01
77826,2017-05-01
77030,2017-05-01
69463,2017-05-01
64087,2017-05-01
40760,2017-05-01
31702,2017-05-01
8279,2017-05-01
97588,2017-05-01
92667,2017-05-01
86421,2017-05-01
86127,2017-05-01
86029,2017-05-01
82840,2017-05-01
80076,2017-05-01
77092,2017-05-01
74813,2017-05-01
66459,2017-05-01
54586,2017-05-01
54091,2017-05-01
53545,2017-05-01
45702,2017-05-01
45333,2017-05-01
44120,2017-05-01
35540,2017-05-01
34762,2017-05-01
28922,2017-05-01
28146,2017-05-01
25639,2017-05-01
24953,2017-05-01
17245,2017-05-01
16552,2017-05-01
15543,2017-05-01
10275,2017-05-01
5220,2017-05-01
97351,2017-05-01
94408,2017-05-01
88928,2017-05-01
85095,2017-05-01
84553,2017-05-01
84207,2017-05-01
74701,2017-05-01
73277,2017-05-01
73129,2017-05-01
71989,2017-05-01
71757,2017-05-01
69855,2017-05-01
59925,2017-05-01
59822,2017-05-01
56940,2017-05-01
52725,2017-05-01
50300,2017-05-01
49094,2017-05-01
48953,2017-05-01
45928,2017-05-01
44872,2017-05-01
44807,2017-05-01
44360,2017-05-01
36334,2017-05-01
29633,2017-05-01
28004,2017-05-01
24834,2017-05-01
21753,2017-05-01
16184,2017-05-01
7826,2017-05-01
5461,2017-05-01
3195,2017-05-01
14794,2017-05-01
18962,2017-05-01
5494,2017-05-01
53592,2017-05-01
71884,2017-05-01
65901,2017-05-01
64723,2017-05-01
50169,2017-05-01
32041,2017-05-01
30240,2017-05-01
27000,2017-05-01
24683,2017-05-01
5564,2017-05-01
33664,2017-05-01
52784,2017-05-01
97964,2017-05-01
92908,2017-05-01
89294,2017-05-01
87523,2017-05-01
87521,2017-05-01
85835,2017-05-01
85479,2017-05-01
80178,2017-05-01
80144,2017-05-01
78073,2017-05-01
76413,2017-05-01
71342,2017-05-01
70403,2017-05-01
62788,2017-05-01
62515,2017-05-01
59018,2017-05-01
58890,2017-05-01
55796,2017-05-01
54968,2017-05-01
53783,2017-05-01
49766,2017-05-01
42834,2017-05-01
42669,2017-05-01
36745,2017-05-01
35711,2017-05-01
35136,2017-05-01
34704,2017-05-01
30379,2017-05-01
30194,2017-05-01
29051,2017-05-01
25333,2017-05-01
25264,2017-05-01
20908,2017-05-01
18453,2017-05-01
16854,2017-05-01
13528,2017-05-01
7465,2017-05-01
5607,2017-05-01
2363,2017-05-01
1386,2017-05-01
732,2017-05-01
44434,2017-05-01
98072,2017-05-01
96981,2017-05-01
93539,2017-05-01
93480,2017-05-01
93436,2017-05-01
93262,2017-05-01
89567,2017-05-01
89130,2017-05-01
88377,2017-05-01
88330,2017-05-01
86676,2017-05-01
86058,2017-05-01
79488,2017-05-01
75023,2017-05-01
70036,2017-05-01
69829,2017-05-01
68309,2017-05-01
67549,2017-05-01
66563,2017-05-01
64799,2017-05-01
64261,2017-05-01
63625,2017-05-01
63261,2017-05-01
63247,2017-05-01
62986,2017-05-01
62047,2017-05-01
59970,2017-05-01
59373,2017-05-01
59182,2017-05-01
59125,2017-05-01
58702,2017-05-01
57976,2017-05-01
56853,2017-05-01
55212,2017-05-01
53764,2017-05-01
52976,2017-05-01
52709,2017-05-01
52074,2017-05-01
52030,2017-05-01
51594,2017-05-01
51002,2017-05-01
50367,2017-05-01
48547,2017-05-01
46468,2017-05-01
46310,2017-05-01
45137,2017-05-01
44973,2017-05-01
44892,2017-05-01
42896,2017-05-01
41395,2017-05-01
38792,2017-05-01
38380,2017-05-01
36817,2017-05-01
33818,2017-05-01
31692,2017-05-01
31497,2017-05-01
31367,2017-05-01
30355,2017-05-01
30000,2017-05-01
28264,2017-05-01
27774,2017-05-01
26639,2017-05-01
25594,2017-05-01
23375,2017-05-01
22674,2017-05-01
22598,2017-05-01
22426,2017-05-01
20125,2017-05-01
19201,2017-05-01
16880,2017-05-01
16879,2017-05-01
16778,2017-05-01
16757,2017-05-01
13371,2017-05-01
8251,2017-05-01
4866,2017-05-01
3277,2017-05-01
3092,2017-05-01
2952,2017-05-01
2699,2017-05-01
1498,2017-05-01
1106,2017-05-01
522,2017-05-01
89329,2017-05-01
97789,2017-05-01
84153,2017-05-01
80220,2017-05-01
76831,2017-05-01
68905,2017-05-01
67800,2017-05-01
58414,2017-05-01
48302,2017-05-01
44423,2017-05-01
29834,2017-05-01
22612,2017-05-01
19974,2017-05-01
19268,2017-05-01
10450,2017-05-01
98453,2017-05-01
97865,2017-05-01
95125,2017-05-01
94951,2017-05-01
92792,2017-05-01
92753,2017-05-01
92536,2017-05-01
91174,2017-05-01
91073,2017-05-01
90444,2017-05-01
89926,2017-05-01
89356,2017-05-01
88197,2017-05-01
87998,2017-05-01
87402,2017-05-01
87061,2017-05-01
86658,2017-05-01
86136,2017-05-01
85491,2017-05-01
83652,2017-05-01
82800,2017-05-01
82443,2017-05-01
81507,2017-05-01
79643,2017-05-01
78934,2017-05-01
78725,2017-05-01
78022,2017-05-01
77998,2017-05-01
77667,2017-05-01
76589,2017-05-01
75969,2017-05-01
75834,2017-05-01
75684,2017-05-01
74416,2017-05-01
73817,2017-05-01
72134,2017-05-01
71570,2017-05-01
70802,2017-05-01
68014,2017-05-01
67637,2017-05-01
63189,2017-05-01
61344,2017-05-01
60688,2017-05-01
60672,2017-05-01
60268,2017-05-01
60106,2017-05-01
59188,2017-05-01
58518,2017-05-01
58418,2017-05-01
56277,2017-05-01
54774,2017-05-01
52771,2017-05-01
51527,2017-05-01
51421,2017-05-01
51121,2017-05-01
50988,2017-05-01
50946,2017-05-01
48512,2017-05-01
48297,2017-05-01
48072,2017-05-01
46079,2017-05-01
45795,2017-05-01
45704,2017-05-01
45183,2017-05-01
45053,2017-05-01
44287,2017-05-01
43089,2017-05-01
42722,2017-05-01
41947,2017-05-01
41371,2017-05-01
40322,2017-05-01
40291,2017-05-01
40133,2017-05-01
38150,2017-05-01
37988,2017-05-01
36954,2017-05-01
35951,2017-05-01
35375,2017-05-01
35345,2017-05-01
33388,2017-05-01
32621,2017-05-01
32571,2017-05-01
31926,2017-05-01
31792,2017-05-01
27022,2017-05-01
26549,2017-05-01
26432,2017-05-01
25875,2017-05-01
25337,2017-05-01
25268,2017-05-01
23446,2017-05-01
21795,2017-05-01
20591,2017-05-01
19848,2017-05-01
19386,2017-05-01
18135,2017-05-01
17548,2017-05-01
17135,2017-05-01
16707,2017-05-01
16336,2017-05-01
16144,2017-05-01
15597,2017-05-01
14854,2017-05-01
13672,2017-05-01
12894,2017-05-01
12384,2017-05-01
12194,2017-05-01
10946,2017-05-01
10831,2017-05-01
9901,2017-05-01
9695,2017-05-01
9226,2017-05-01
8752,2017-05-01
8533,2017-05-01
5811,2017-05-01
5202,2017-05-01
4142,2017-05-01
2844,2017-05-01
1814,2017-05-01
1185,2017-05-01
1148,2017-05-01
910,2017-05-01
573,2017-05-01
395,2017-05-01
54844,2017-05-01
92832,2017-05-01
87900,2017-05-01
86841,2017-05-01
85764,2017-05-01
82140,2017-05-01
82068,2017-05-01
72922,2017-05-01
70821,2017-05-01
68927,2017-05-01
67674,2017-05-01
66815,2017-05-01
65789,2017-05-01
65765,2017-05-01
61856,2017-05-01
56211,2017-05-01
55358,2017-05-01
54278,2017-05-01
53129,2017-05-01
51393,2017-05-01
50757,2017-05-01
44875,2017-05-01
44432,2017-05-01
41317,2017-05-01
41125,2017-05-01
34680,2017-05-01
34451,2017-05-01
34050,2017-05-01
32756,2017-05-01
26752,2017-05-01
18263,2017-05-01
16729,2017-05-01
16291,2017-05-01
14220,2017-05-01
14180,2017-05-01
4057,2017-05-01
37141,2017-05-01
81873,2017-05-01
75309,2017-05-01
69787,2017-05-01
66747,2017-05-01
64758,2017-05-01
55308,2017-05-01
19695,2017-05-01
13465,2017-05-01
72050,2017-05-01
1661,2017-05-01
47849,2017-05-01
31733,2017-05-01
98847,2017-05-01
98541,2017-05-01
98477,2017-05-01
97526,2017-05-01
92533,2017-05-01
91657,2017-05-01
89983,2017-05-01
88838,2017-05-01
88566,2017-05-01
88091,2017-05-01
86256,2017-05-01
86004,2017-05-01
82552,2017-05-01
80778,2017-05-01
80658,2017-05-01
78549,2017-05-01
78145,2017-05-01
76103,2017-05-01
74217,2017-05-01
74146,2017-05-01
73545,2017-05-01
69160,2017-05-01
65880,2017-05-01
65732,2017-05-01
65030,2017-05-01
63661,2017-05-01
61600,2017-05-01
61259,2017-05-01
60427,2017-05-01
60155,2017-05-01
59057,2017-05-01
58935,2017-05-01
58224,2017-05-01
57873,2017-05-01
56924,2017-05-01
55502,2017-05-01
52327,2017-05-01
52161,2017-05-01
51178,2017-05-01
49560,2017-05-01
49019,2017-05-01
47719,2017-05-01
46013,2017-05-01
45629,2017-05-01
44815,2017-05-01
44490,2017-05-01
44137,2017-05-01
42938,2017-05-01
42016,2017-05-01
42008,2017-05-01
41142,2017-05-01
38517,2017-05-01
38373,2017-05-01
38074,2017-05-01
37296,2017-05-01
35495,2017-05-01
28943,2017-05-01
28720,2017-05-01
27324,2017-05-01
23914,2017-05-01
23672,2017-05-01
23554,2017-05-01
22833,2017-05-01
21968,2017-05-01
19366,2017-05-01
16062,2017-05-01
12867,2017-05-01
11569,2017-05-01
10829,2017-05-01
10769,2017-05-01
9400,2017-05-01
5720,2017-05-01
5328,2017-05-01
54979,2017-05-01
7519,2017-05-01
18216,2017-05-01
98256,2017-05-01
98178,2017-05-01
97984,2017-05-01
97639,2017-05-01
97097,2017-05-01
97018,2017-05-01
97015,2017-05-01
97004,2017-05-01
95495,2017-05-01
95074,2017-05-01
94317,2017-05-01
93652,2017-05-01
93394,2017-05-01
92632,2017-05-01
92482,2017-05-01
92129,2017-05-01
90446,2017-05-01
88012,2017-05-01
87506,2017-05-01
87005,2017-05-01
86989,2017-05-01
86924,2017-05-01
86663,2017-05-01
86617,2017-05-01
86509,2017-05-01
85767,2017-05-01
84731,2017-05-01
81896,2017-05-01
80637,2017-05-01
80549,2017-05-01
80394,2017-05-01
80218,2017-05-01
80198,2017-05-01
80185,2017-05-01
79805,2017-05-01
79679,2017-05-01
78695,2017-05-01
77718,2017-05-01
77714,2017-05-01
77696,2017-05-01
76915,2017-05-01
